Exploiting simple hierarchies for unsupervised human behavior analysis .	analysis of human actions in visual scenes ; data-driven , hierarchical approach ; in-house assisted living ; unsupervised manner ; human interaction ; hierarchical stages ; semantic interpretation ; action level ; scene-specific adaptation ; hierarchical representation ; coupled tracking ; abnormality detection ; pre-trained models	<task> <method> <task> <method> <otherscientificterm> <otherscientificterm> <task> <otherscientificterm> <task> <method> <task> <task> <method>	10 1 11 ; 7 0 9 ; 9 0 6 ; 1 0 10 ; 3 0 1 ; 1 0 11 ; 1 0 0	we propose a <method_1> for the <task_0> . in particular , we focus on the task of <task_2> . in such scenarios the environment and the setting may vary considerably which limits the performance of methods with <method_12> . therefore our <method_1> of normality is established in a completely <method_3> and is updated automatically for <task_8> . the <method_9> on both an appearance and an <otherscientificterm_7> paves the way for <task_6> . furthermore we show that the <method_1> is suitable for <task_10> and <task_11> on different <otherscientificterm_5> . as the experiments show , our <method_1> , simple yet effective , yields stable results , e.g. the detection of a fall , without any <otherscientificterm_4> .	1 0 20 13 -1 2 13 -1 12 13 -1 3 8 18 13 -1 9 7 6 15 16 13 -1 10 11 5 14 17 19 13 -1 13 -1
Curvature regularity for region-based image segmentation and inpainting : A linear programming relaxation .	curvature regularity of the region boundary ; integer linear program ; linear programming relaxation ; integer problem ; image segmentation ; region inte-grals ; region-based energies ; optimality gap ; region-based formulations ; higher-order regularity ; global optimum ; curvature regularity ; curvature regularity ; initialization ; thresholding ; segmentation	<otherscientificterm> <method> <task> <task> <task> <otherscientificterm> <method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <task> <task>	2 1 14 ; 6 0 4	we consider a class of <method_6> for <task_4> and inpainting which combine <otherscientificterm_5> with <otherscientificterm_0> . to minimize such energies , we formulate an <method_1> which jointly estimates regions and their boundaries . <otherscientificterm_11> is imposed by respective costs on pairs of adjacent boundary segments . by solving the associated <task_2> and <task_14> the solution one obtains an approximate solution to the original <task_3> . to our knowledge this is the first approach to impose <otherscientificterm_12> in <otherscientificterm_8> in a manner that is independent of <otherscientificterm_13> and allows to compute a bound on the optimal energy . in a variety of experiments on <task_15> and inpaint-ing , we demonstrate the advantages of <otherscientificterm_9> . moreover , we demonstrate that for most experiments the <otherscientificterm_7> is smaller than 2 % of the <otherscientificterm_10> . for many instances we are even able to compute the <otherscientificterm_10> .	6 4 5 0 18 16 -1 1 11 16 -1 16 -1 2 14 3 17 16 -1 12 8 13 16 -1 16 -1 15 9 16 -1 7 10 16 -1
Online Optimization in X-Armed Bandits .	generalization of stochastic bandit problems ; class of mean-payoff functions ; arm selection policy ; generic topological space ; dissimilarity function ; logarithmic factor ; unit hypercube ; mean-payoff function ; global maxima ; minimax optimality ; euclidean space ; lipschitz	<task> <otherscientificterm> <method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <method> <otherscientificterm> <material>	10 2 6 ; 4 0 7	we consider a <task_0> where the set of arms , x , is allowed to be a <otherscientificterm_3> . we constraint the <otherscientificterm_7> with a <otherscientificterm_4> over x in a way that is more general than <material_11> . we construct an <method_2> whose regret improves upon previous result for a large class of problems . in particular , our results imply that if x is the <otherscientificterm_6> in a <otherscientificterm_10> and the <otherscientificterm_7> has a finite number of <otherscientificterm_8> around which the behavior of the function is locally hölder with a known exponent , then the expected regret is bounded up to a <otherscientificterm_5> by √ n , i.e. , the rate of the growth of the regret is independent of the dimension of the space . moreover , we prove the <method_9> of our algorithm for the <otherscientificterm_1> we consider .	0 3 12 -1 7 4 11 14 12 -1 2 12 -1 6 10 8 13 12 -1 5 12 -1
Segmentation of a Piece-Wise Planar Scene from Perspective Images .	segmenting feature points of piece-wise planar structures ; higher-dimensional real or complex space ; piece-wise planar scene ; closed-form segmentation solution ; real quadratic form ; complex bilinear form ; 2-d images ; subspace-segmentation methods ; algebraic properties ; 3-d reconstruction ; embedding methods ; homography ; homographies	<task> <otherscientificterm> <otherscientificterm> <method> <otherscientificterm> <otherscientificterm> <material> <method> <otherscientificterm> <method> <method> <otherscientificterm> <otherscientificterm>	5 2 11 ; 10 0 0 ; 6 2 2 ; 7 0 3 ; 4 2 11 ; 1 2 12 ; 5 1 4	we study and compare two novel <method_10> for <task_0> from two -lrb- uncalibrated -rrb- perspective images . we show that a set of different <otherscientificterm_12> can be embedded in different ways to a <otherscientificterm_1> , so that each <otherscientificterm_11> corresponds to either a <otherscientificterm_5> or a <otherscientificterm_4> . each embedding reveals different <otherscientificterm_8> and relations of homo-graphies . we give a <method_3> for each case by utilizing these properties based on <method_7> . these theoretical results show that one can intrinsically segment a <otherscientificterm_2> from <material_6> without explicitly performing any <method_9> . the resulting segmentation may make subsequent <method_9> much better-conditioned . we demonstrate the proposed methods with some convincing experimental results .	10 0 15 13 -1 12 1 11 5 4 14 18 19 20 13 -1 8 13 -1 3 7 17 13 -1 2 6 9 16 13 -1 13 -1 13 -1
Comparing parameter tying methods for multilingual acoustic modelling .	language dependent phoneme models ; speechdat databases ; continuous density hidden markov models ; bottom-up agglomerative clustering technique ; multilingual acoustic modelling ; sampa phone inventory ; multilingual phone models ; word recognition accuracy ; map language adaptation ; ld phoneme models ; model-level tying technique ; multilingual recognition systems ; dissimilarity measure ; european languages ; word accuracies ; multilingual recognition ; recognition rate ; state-level tying ; sampa ; accuracy ; tying	<method> <material> <method> <method> <task> <material> <method> <metric> <task> <method> <method> <method> <metric> <material> <metric> <task> <metric> <metric> <method> <metric> <task>	8 0 11 ; 10 0 0 ; 14 5 11 ; 11 0 6 ; 12 0 20 ; 16 5 11 ; 8 0 6 ; 2 0 4 ; 9 0 20 ; 3 0 20 ; 5 0 15 ; 12 0 9 ; 7 5 15	in this paper , we compare the state-level and model-level <task_20> of <method_2> for the <task_4> . using the <method_10> , the number of the <method_0> of five <material_13> were reduced to the desired number . this <task_20> was based on <metric_12> between the <method_9> in a <method_3> . this system provided 87.3 % <metric_7> on the test set , while a comparable <task_15> based on the <material_5> obtained 84.6 % <metric_19> on the same set . the above <method_10> was also used for obtaining an alternative phone inventory to <method_18> such that both inventories have an equal number of phones for these five languages . the <method_11> trained for the <method_18> and alternative phone inveton-ries obtained 80.9 % and 83.7 % <metric_14> on the same test set , when <metric_17> was used for reducing the number of the parameters from 199k to 76k in both systems . the original <method_11> obtained 89.0 % <metric_16> with the same test set , which contained approximately 200 isolated words from <material_1> for each of the five languages . in this paper , the test set results are also given for the <method_11> after performing <task_8> for the <method_6> .	20 2 4 29 21 -1 10 0 13 23 21 -1 12 9 3 26 30 31 33 21 -1 7 15 5 19 32 34 21 -1 18 21 -1 24 21 -1 11 14 17 27 21 -1 16 1 22 25 28 21 -1
Predictive vector quantization for wireless transmitter adaptation with limited feedback .	predictive vector quantization ; random vector quantization ; distributed transmitter adaptation ; b-bit codebook ; codebook element ; transmitter	<method> <method> <task> <otherscientificterm> <method> <otherscientificterm>	4 0 5 ; 0 4 1	in this paper we study <task_2> with limited feedback where a <otherscientificterm_3> known at both <otherscientificterm_5> and receiver is used in the update process . specifically , we discuss <method_0> where the <otherscientificterm_5> is updated incrementally using the <method_4> which results in smallest distortion in sum capacity from among the available 2 b codebook entries . the performance of the proposed <method_0> is compared with that of <method_1> with numerical results obtained from simulations .	2 3 5 6 -1 0 4 7 6 -1 1 8 6 -1
Multi-class semi-supervised SVMs with Positiveness Exclusive Regularization .	binary-class semi-supervised support vector machines ; positiveness exclusive regularization ; nesterov-type smoothing approximation based method ; regularized multi-task learning approach ; multi-class classification problem ; manifold regularization term ; joint framework ; one-vs-rest strategy ; 1,2-norm regularizer ; unlabeled sample ; visual classification ; semi-supervised setting ; per term ; regularization ; optimization ; classifiers ; s3vms	<method> <method> <method> <method> <task> <otherscientificterm> <method> <method> <method> <material> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm> <task> <method> <method>	11 2 4 ; 7 0 0 ; 12 1 5 ; 2 0 14 ; 8 0 1 ; 3 0 0	in this work , we address the problem of <task_4> in <otherscientificterm_11> . a <method_3> is presented to train multiple <method_0> using the <method_7> within a <method_6> . a novel type of <otherscientificterm_13> , namely <method_1> , is introduced to induce the following prior : if an <material_9> receives significant positive response from one of the <method_15> , it is less likely for this sample to receive positive responses from the other <method_15> . that is , we expect an exclusive relationship among different <method_16> for evaluating the same <material_9> . we propose to use an <method_8> as an implementation of <method_1> . the objective of our <method_3> is to minimize an empirical risk regularized by a <otherscientificterm_12> and a <otherscientificterm_5> . an efficient <method_2> is developed for <task_14> . evaluations with comparisons are conducted on several benchmarks for <task_10> to demonstrate the advantages of the proposed <method_3> .	4 11 18 17 -1 3 0 7 6 19 23 17 -1 13 1 9 15 17 -1 16 17 -1 8 22 17 -1 20 17 -1 12 5 21 17 -1 2 14 17 -1
Image Categorization Using Directed Graphs .	directed graph -lrb- asymmetric similarity ; graph-based semi-supervised classification methods ; computer vision tasks ; graph construction methods ; symmetric co-linkage similarity ; image cat-egorization ; structural information ; pairwise similarities ; edge weights ; image annotation ; object recognition ; asymmetric similarities ; directed graph ; undirected graph ; nodes ; symmetrization ; images ; graph	<otherscientificterm> <method> <task> <method> <otherscientificterm> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm> <task> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <method> <material> <otherscientificterm>	7 0 1 ; 11 0 6 ; 4 0 5 ; 9 6 2 ; 10 1 9 ; 4 0 2 ; 10 6 5 ; 8 2 13 ; 10 6 2 ; 15 0 12 ; 2 0 5	most existing <method_1> use <otherscientificterm_7> as <otherscientificterm_8> of an <otherscientificterm_13> with <material_16> as the <otherscientificterm_14> of the <otherscientificterm_17> . recently several new <method_3> produce , however , <otherscientificterm_0> between <otherscientificterm_14> -rrb- . a simple <method_15> is often used to convert a <otherscientificterm_12> to an undirected one . this , however , loses important <otherscientificterm_6> conveyed by <otherscientificterm_11> . in this paper , we propose a novel <otherscientificterm_4> which captures the essential relationship among the <otherscientificterm_14> in the <otherscientificterm_12> . we apply this new <otherscientificterm_4> in two important <task_2> for <task_5> : <task_10> and <task_9> . extensive empirical studies demonstrate the effectiveness of our <otherscientificterm_4> .	1 7 8 13 16 14 17 19 26 18 -1 3 0 18 -1 15 12 28 18 -1 6 11 20 18 -1 4 18 -1 2 5 10 9 21 22 23 24 25 27 29 18 -1 18 -1
A Symbolic SAT-based Algorithm for Almost-sure Reachability with Small Strategies in POMDPs .	symbolic approach ; probabilistic planning problems ; almost-sure reachability ; belief-support mdp ; sat solver ; observation-stationary strategies ; symbolic algorithm ; small-memory strategies ; exponential reduction ; policy ; sat ; exptime-complete ; encoding ; pomdps	<method> <task> <task> <otherscientificterm> <method> <method> <method> <method> <method> <otherscientificterm> <method> <method> <method> <method>	13 0 1 ; 12 0 6 ; 12 0 10	pomdps are standard models for <task_1> , where an agent interacts with an uncertain environment . we study the problem of <task_2> , where given a set of target states , the question is to decide whether there is a <otherscientificterm_9> to ensure that the target set is reached with probability 1 -lrb- almost-surely -rrb- . while in general the problem is <method_11> , in many practical cases policies with a small amount of memory suffice . moreover , the existing solution to the problem is explicit , which first requires to construct explicitly an <method_8> to a <otherscientificterm_3> . in this work , we first study the existence of <method_5> , which is np-complete , and then <method_7> . we present a <method_6> by an efficient <method_12> to <method_10> and using a <method_4> for the problem . we report experimental results demonstrating the scalability of our <method_0> .	1 15 14 -1 2 9 14 -1 11 14 -1 8 3 14 -1 14 -1 5 7 16 17 14 -1 6 12 10 4 14 -1
Categorical perception in intonation : a matter of signal dynamics ? .	phonological intonation categories ; f0 peak movements ; identification judgements ; signal dynamics ; intensity transitions ; german intonation ; categorical perception ; reaction times	<otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm> <material> <otherscientificterm> <otherscientificterm>	1 1 4 ; 2 1 7 ; 6 0 0	results of recent perception experiments revealed that the signalling of rising-falling f0 peak categories in <material_5> involves an interplay of f0 and intensity . moreover , combining <otherscientificterm_2> and <otherscientificterm_7> suggests that the abruptness of the perceptual change between the categories is determined by the <otherscientificterm_3> in the sense of the durations of the <otherscientificterm_1> and <otherscientificterm_4> . this undermines the use of <otherscientificterm_6> as an instrument to detect <otherscientificterm_0> .	5 8 -1 2 7 3 1 4 9 10 8 -1 6 0 11 8 -1
Gap-filling by the empirical mode decomposition .	intrinsic mode functions ; empirical mode decomposition ; environmental pollutant data ; intrinsic mode functions ; missing data ; gap-filling technique	<material> <method> <material> <otherscientificterm> <material> <method>	2 5 5 ; 1 0 5	we propose a novel <method_5> , based on the <method_1> . the idea is that a signal with <material_4> can be decomposed into a set of <material_0> with <material_4> . filling the gaps in each <material_0> should be easier than filling the gaps in the original signal . this is because each <material_0> varies much more slowly than the original signal , and also because the <material_0> are known to have useful regularity properties . we demonstrate the performance of our <method_5> on <material_2> .	5 1 8 6 -1 4 0 6 -1 6 -1 6 -1 2 3 7 6 -1
QASR : question answering using semantic roles for speech interface .	open domain question answering task ; semantic role labeling approach ; semantic role labeling ; question answering system ; extraction of answers ; semantic argument phrases ; answering systems ; voice interfaces ; semantic parses ; predicates ; accuracy ; structure	<task> <method> <task> <method> <task> <otherscientificterm> <method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <metric> <otherscientificterm>	1 0 7 ; 10 5 1 ; 10 5 3 ; 2 0 9 ; 9 1 5 ; 1 0 0 ; 7 0 3 ; 1 0 4 ; 1 0 1 ; 1 0 3 ; 2 0 5	in this paper , we evaluate a <method_1> to the <task_4> in the <task_0> . we show that this <method_1> especially improves the <method_1> performance when answers are communicated to the user by voice . <task_2> identifies <otherscientificterm_9> and <otherscientificterm_5> in a sentence . with this information we are able to analyze and extract <otherscientificterm_11> from both questions and candidate sentences , which helps us identify more relevant and precise answers in a long list of candidate sentences . when searching for an answer to a question , we match the missing argument in the question to the <otherscientificterm_8> of the candidate answers . this <method_1> significantly improves the <metric_10> of the <method_3> and results in more concise and grammatical answers , which is essential for enabling <otherscientificterm_7> to question <method_6> . in this paper we apply our <method_1> to factoid questions containing <otherscientificterm_9> ; however , this <method_1> can be also useful in answering more complex questions .	1 4 0 18 20 12 -1 2 21 12 -1 9 5 16 17 23 12 -1 11 12 -1 8 12 -1 13 14 15 19 22 12 -1 10 3 7 6 12 -1
Self-Managing Associative Memory for Dynamic Acquisition of Expertise in High-Level Domains .	stream of incoming data ; higher-resolution collections of models ; high-resolution collections of models ; allocation of models ; high-level associative memory ; distribution of models ; fast learning ; high-resolution areas ; intelligent system ; self-organizing maps ; growth rate ; high-level domain ; som decay ; long-term memory ; associative memory ; high-level domains ; decay rate ; soms ; som	<material> <method> <task> <method> <otherscientificterm> <otherscientificterm> <method> <otherscientificterm> <method> <method> <metric> <material> <otherscientificterm> <otherscientificterm> <otherscientificterm> <material> <metric> <method> <method>	7 2 12 ; 9 0 14 ; 9 0 8 ; 17 0 4 ; 6 1 13 ; 14 0 8 ; 17 0 14	self-organizing maps can be used to implement an <otherscientificterm_14> for an <method_8> that dynamically learns about new <material_15> over time . <method_17> are an attractive option for implementing <otherscientificterm_14> : <method_17> are fast , easily parallelized , and digest a <material_0> into a topographically organized collection of models where more frequent classes of data are represented by <method_1> . typically , the <otherscientificterm_5> in an <method_18> , once developed , remains fairly stable , but developing expertise in a new <material_11> requires altering the <method_3> . we use a mixture of analysis and empirical studies to characterize the behavior of <method_17> for <otherscientificterm_4> , finding that new <task_2> develop quickly . <otherscientificterm_7> of the <otherscientificterm_12> rapidly unless actively refreshed , but in a large <method_18> , the ratio between <metric_10> and <metric_16> may be high enough to support both <method_6> and <otherscientificterm_13> .	14 8 15 17 21 22 25 19 -1 0 1 26 19 -1 5 18 11 3 19 -1 23 19 -1 4 2 7 20 24 19 -1
Deformable Template and Distribution Mixture-Based Data Modeling for the Endocardial Contour Tracking in an Echographic Sequence .	shape-based segmentation of de-formable anatomical structures ; real echocardiographic image sequence ; grey level distribution ; steepest ascent procedure ; echographic image sequence ; global prior knowledge ; data likelihood model ; genetic algorithm ; admissible deformations ; prototype template ; medical images ; optimization problem ; synthetic images ; statistical model-ing ; endocardial border ; endocardial contour ; tracking problem	<task> <material> <otherscientificterm> <method> <material> <otherscientificterm> <method> <method> <otherscientificterm> <method> <material> <task> <material> <method> <otherscientificterm> <otherscientificterm> <task>	10 2 0 ; 9 0 15 ; 13 0 6 ; 8 2 9 ; 12 1 1 ; 3 5 7	we 1 present a new method to <task_0> in <material_10> and validate this approach by detecting and tracking the <otherscientificterm_14> in an <material_4> . to this end , a <otherscientificterm_5> of the <otherscientificterm_15> is captured by a <method_9> with a set of <otherscientificterm_8> to take into account its inherent natural variability over time . in this approach , the <method_6> rely on an accurate <method_13> of the <otherscientificterm_2> of each class present in the image . the parameters of this distribution mixture are given by a preliminary estimation step which takes into account the distribution shape of each class . then the <task_16> is stated in a bayesian framework where it ends up as an <task_11> . this one is then efficiently solved by a <method_7> combined with a <method_3> . this technique has been successfully applied on <material_12> and on a <material_1> .	0 10 14 4 18 17 -1 5 15 9 8 19 21 17 -1 6 13 2 20 17 -1 17 -1 17 -1 16 11 23 17 -1 7 3 22 17 -1
Identifying Relations for Open Information Extraction .	open information extraction ; syntactic and lexical constraints ; uninfor-mative and incoherent extractions ; reverb open ie system ; open ie systems ; woe pos ; massive corpora ; pre-specified vocabulary ; precision-recall curve ; binary relations ; textrunner	<task> <otherscientificterm> <otherscientificterm> <method> <method> <otherscientificterm> <material> <otherscientificterm> <otherscientificterm> <otherscientificterm> <method>	2 5 4 ; 10 1 5 ; 1 3 3	open information extraction -lrb- ie -rrb- is the task of extracting assertions from <material_6> without requiring a <otherscientificterm_7> . this paper shows that the output of state-of-the-art <method_4> is rife with <otherscientificterm_2> . to overcome these problems , we introduce two simple <otherscientificterm_1> on <otherscientificterm_9> expressed by verbs . we implemented the <otherscientificterm_1> in the <method_3> , which more than doubles the area under the <otherscientificterm_8> relative to previous extractors such as <method_10> and <otherscientificterm_5> . more than 30 % of reverb 's extractions are at precision 0.8 or higher -- compared to virtually none for earlier systems . the paper concludes with a detailed analysis of reverb 's errors , suggesting directions for future work .	6 7 11 -1 4 2 12 11 -1 1 9 11 -1 3 8 10 5 13 14 11 -1 11 -1 11 -1
Effective Phrase Translation Extraction from Alignment Models .	sentence and corpus level ; phrase level translation models ; phrase level knowledge sources ; global phrasal context ; alignment based method ; word based lexica ; ibm translation model ; local reordering ; translation quality ; ibm models ; noisy alignments ; bleu metric ; computational cost	<otherscientificterm> <method> <otherscientificterm> <otherscientificterm> <method> <otherscientificterm> <method> <task> <metric> <method> <otherscientificterm> <metric> <metric>	9 0 2 ; 5 1 4 ; 1 0 8 ; 8 5 1	phrase level translation models are effective in improving <metric_8> by addressing the problem of <task_7> across language boundaries . methods that attempt to fundamentally modify the traditional <method_6> to incorporate phrases typically do so at a prohibitive <metric_12> . we present a technique that begins with improved <method_9> to create <otherscientificterm_2> that effectively represent local as well as <otherscientificterm_3> . our method is robust to <otherscientificterm_10> at both the <otherscientificterm_0> , delivering high quality phrase level translation pairs that contribute to significant improvements in <metric_8> -lrb- as measured by the <metric_11> -rrb- over <otherscientificterm_5> as well as a competing <method_4> .	8 7 16 17 13 -1 6 12 13 -1 9 2 3 14 13 -1 10 0 11 5 4 15 13 -1
Grammar specialisation meets language modelling .	medium vocabulary command and control task ; mixed initiative systems ; cfg-based language models ; explanation based learning ; language models ; commercial applications ; domain-independent descriptions ; cfg-based models ; high-level formalisms ; unification grammar ; specialised grammars ; domain-independent grammar ; cfg	<task> <task> <method> <method> <method> <task> <otherscientificterm> <method> <otherscientificterm> <method> <method> <method> <method>	7 0 1 ; 0 0 4 ; 6 0 2 ; 3 0 11 ; 10 0 4 ; 9 6 8 ; 2 0 5	cfg-based <method_4> have become popular over the last few years , especially for <task_5> , and there is growing interest in creating complex <method_7> for <task_1> . on general grounds , it is attractive to attempt to compile these <method_2> from <otherscientificterm_6> written in <otherscientificterm_8> such as <method_9> . experience to date however suggests that compilation from complex <method_9> to <method_12> has poor scalability properties . we argue that it is possible to attack this problem by first specialis-ing the <method_11> against a corpus using <method_3> . we describe experiments carried out on a <task_0> , which suggest that <method_4> derived from <method_10> have much better scalability properties , and also deliver significantly improved run-time performance .	4 5 7 1 14 20 13 -1 2 6 8 9 16 19 13 -1 12 13 -1 11 3 17 13 -1 0 15 18 13 -1
Reliable Patch Trackers : Robust visual tracking by exploiting reliable patches .	reliable patch trackers ; clustering of homo-trajectory patches ; sequential monte carlo framework ; tracking reliability metric ; hough voting-like scheme ; bounding box ; motion trajectories ; tracking process ; probability model ; visual object ; visual objects ; patch ; tracking ; initialization	<method> <method> <method> <method> <method> <otherscientificterm> <otherscientificterm> <method> <method> <otherscientificterm> <otherscientificterm> <method> <task> <otherscientificterm>	4 0 1 ; 3 0 11 ; 1 0 9	most modern trackers typically employ a <otherscientificterm_5> given in the first frame to track <otherscientificterm_10> , where their <task_12> results are often sensitive to the <otherscientificterm_13> . in this paper , we propose a new <method_3> , <method_0> , which attempts to identify and exploit the reliable patches that can be tracked effectively through the whole <method_7> . specifically , we present a <method_3> to measure how reliably a <method_11> can be tracked , where a <method_8> is proposed to estimate the distribution of reliable patches under a <method_2> . as the reliable patches distributed over the image , we exploit the <otherscientificterm_6> to distinguish them from the background . therefore , the <otherscientificterm_9> can be defined as the <method_1> , where a <method_4> is employed to estimate the target state . encouraging experimental results on a large set of sequences showed that the proposed <method_3> is very effective and in comparison to the state-of-the-art trackers . the full source code of our implementation will be publicly available .	5 10 12 13 14 -1 3 0 7 14 -1 11 8 2 16 14 -1 14 -1 6 15 17 14 -1 9 1 4 14 -1 14 -1
Data-Driven Response Generation in Social Media .	phrase-based statistical machine translation ; twitter status posts ; conversational stimuli ; human evaluation ; unaligned words/phrases ; phrase-based smt ; information retrieval ; linguistic stimulus ; data-driven approach ; ir	<method> <material> <otherscientificterm> <task> <otherscientificterm> <task> <task> <otherscientificterm> <method> <task>	5 1 6 ; 5 4 9 ; 0 0 8 ; 5 0 7 ; 8 0 1 ; 6 6 3	we present a <method_8> to generating responses to <material_1> , based on <method_0> . we find that mapping <otherscientificterm_2> onto responses is more difficult than translating between languages , due to the wider range of possible responses , the larger fraction of <otherscientificterm_4> , and the presence of large phrase pairs whose alignment can not be further decomposed . after addressing these challenges , we compare approaches based on <task_5> and <task_6> in a <task_3> . we show that <task_5> outperforms <task_9> on this task , and its output is preferred over actual human responses in 15 % of cases . as far as we are aware , this is the first work to investigate the use of <task_5> to directly translate a <otherscientificterm_7> into an appropriate response .	8 1 0 13 15 10 -1 2 4 10 -1 5 6 3 11 16 10 -1 9 12 10 -1 14 10 -1
A Randomized Mirror Descent Algorithm for Large Scale Multiple Kernel Learning .	o -lrb- log -lrb- d -rrb- -rrb- time ; low-variance estimates of the gradient ; simulated and real data ; mirror descent algorithm ; kernel learning methods ; randomized version ; polynomial kernel ; an-optimal solution ; exponential speed-up ; combinatorial structure ; sampling	<otherscientificterm> <otherscientificterm> <material> <method> <method> <method> <method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <method>	2 5 3	we consider the problem of simultaneously learning to linearly combine a very large number of kernels and learn a good predictor based on the learnt kernel . when the number of kernels d to be combined is very large , multiple <method_4> whose computational cost scales linearly in d are intractable . we propose a <method_5> of the <method_3> to overcome this issue , under the objective of minimizing the group p-norm penalized empirical risk . the key to achieve the required <otherscientificterm_8> is the computationally efficient construction of <otherscientificterm_1> . we propose importance <method_10> based estimates , and find that the ideal distribution samples a coordinate with a probability proportional to the magnitude of the corresponding gradient . we show the surprising result that in the case of learning the coefficients of a <method_6> , the <otherscientificterm_9> of the base kernels to be combined allows the implementation of <method_10> from this distribution to run in <otherscientificterm_0> , making the total computational cost of the <method_3> to achieve <otherscientificterm_7> to be o -lrb- log -lrb- d -rrb- / / 2 -rrb- , thereby allowing our <method_3> to operate for very large values of d. experiments with <material_2> confirm that the new <method_3> is computationally more efficient than its state-of-the-art alternatives .	11 -1 4 11 -1 5 3 11 -1 8 1 11 -1 10 11 -1 12 11 -1
Multi-label Ranking from Positive and Unlabeled Data .	positive and unlabeled classification problem ; incomplete label assignment problems ; well-studied rank-based multi-label classification ; classical binary pu problems ; multi-label pu ranking ; binary setting ; multi-label dataset ; multi-label classifier ; label incompleteness ; multi-label applications ; human annotators	<task> <task> <task> <task> <method> <otherscientificterm> <material> <method> <otherscientificterm> <task> <otherscientificterm>	4 0 1	in this paper , we specifically examine the training of a <method_7> from data with incompletely assigned labels . this problem is fundamentally important in many <task_9> because it is almost impossible for <otherscientificterm_10> to assign a complete set of labels , although their judgments are reliable . in other words , a <material_6> usually has properties by which -lrb- 1 -rrb- assigned labels are definitely positive and -lrb- 2 -rrb- some labels are absent but are still considered positive . such a setting has been studied as a <task_0> in a <otherscientificterm_5> . we treat <task_1> as a <method_4> , which is an extension of <task_3> to the <task_2> . we derive the conditions that should be satisfied to cancel the negative effects of <otherscientificterm_8> . our experimentally obtained results demonstrate the effectiveness of these conditions .	7 11 -1 9 10 11 -1 6 11 -1 0 5 11 -1 1 4 12 11 -1 3 2 11 -1 8 11 -1
Conditional Vector Quantization for Voice Conversion .	constrained vector quantization ; hard clustering ; source and target data ; training speech data ; short-time spectral envelope ; voice conversion methods ; voice conversion ; spectral vectors ; vq approach ; cvq-based function	<method> <method> <material> <material> <otherscientificterm> <method> <task> <otherscientificterm> <method> <otherscientificterm>	0 6 8 ; 9 0 6 ; 8 0 6	voice conversion methods have the objective of transforming speech spoken by a particular source speaker , so that it sounds as if spoken by a different target speaker . the majority of <method_5> is based on transforming the <otherscientificterm_4> of the source speaker , based on derived correspondences between the source and target vectors using <material_3> from both speakers . these correspondences are usually obtained by segmenting the <otherscientificterm_7> of one or both speakers into clusters , using soft -lrb- gmm-based -rrb- or <method_1> . here , we propose that <task_6> performance can be improved by taking advantage of the fact that often the relationship between the source and target vectors is one-to-many . in order to illustrate this , we propose that a <method_8> namely <method_0> , can be used for <task_6> . results indicate that indeed such a relationship between the <material_2> exists and can be exploited by following a <otherscientificterm_9> for <task_6> .	10 -1 5 4 3 10 -1 7 1 10 -1 6 10 -1 11 13 10 -1 8 0 12 10 -1
